brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
peugeot,e-rifter m 50 kwh,132,50.0,lithium-ion,487,270.0,152,235,11.7,80.0,ccs,750.0,775.0,5,fwd,n - passenger van,4403,1921,1818,small passenger van,https://ev-database.org/car/2163/Peugeot-e-Rifter-M-50-kWh
peugeot,e-rifter xl 50 kwh,132,50.0,lithium-ion,487,270.0,153,230,11.7,80.0,ccs,750.0,1050.0,7,fwd,n - passenger van,4755,1921,1837,small passenger van,https://ev-database.org/car/2164/Peugeot-e-Rifter-XL-50-kWh
peugeot,e-traveller l2 50 kwh,130,46.3,lithium-ion,216,270.0,217,180,13.3,78.0,ccs,1000.0,603.0,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2256/Peugeot-e-Traveller-L2-50-kWh
peugeot,e-traveller l2 75 kwh,130,68.0,lithium-ion,324,270.0,202,260,14.2,79.0,ccs,1000.0,603.0,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2258/Peugeot-e-Traveller-L2-75-kWh
peugeot,e-traveller l3 50 kwh,130,46.3,lithium-ion,216,270.0,219,180,13.3,78.0,ccs,1000.0,989.0,9,fwd,n - passenger van,5333,1920,1890,small passenger van,https://ev-database.org/car/2257/Peugeot-e-Traveller-L3-50-kWh
peugeot,e-traveller l3 75 kwh,130,68.0,lithium-ion,324,270.0,204,260,14.2,79.0,ccs,1000.0,989.0,9,fwd,n - passenger van,5333,1920,1890,small passenger van,https://ev-database.org/car/2259/Peugeot-e-Traveller-L3-75-kWh
polestar,2 long range dual motor (my26),205,79.0,lithium-ion,324,740.0,142,455,4.5,125.0,ccs,1500.0,407.0,5,awd,d - large,4606,1859,1479,liftback sedan,https://ev-database.org/car/3152/Polestar-2-Long-Range-Dual-Motor
polestar,2 long range performance (my26),205,79.0,lithium-ion,324,740.0,142,450,4.2,125.0,ccs,1500.0,407.0,5,awd,d - large,4606,1859,1473,liftback sedan,https://ev-database.org/car/3153/Polestar-2-Long-Range-Performance
polestar,2 long range single motor (my26),205,79.0,lithium-ion,324,490.0,130,475,6.2,125.0,ccs,1500.0,407.0,5,rwd,d - large,4606,1859,1479,liftback sedan,https://ev-database.org/car/3151/Polestar-2-Long-Range-Single-Motor
polestar,2 standard range single motor (my26),205,67.0,lithium-ion,487,490.0,129,405,6.4,110.0,ccs,1500.0,407.0,5,rwd,d - large,4606,1859,1479,liftback sedan,https://ev-database.org/car/3150/Polestar-2-Standard-Range-Single-Motor
polestar,3 long range dual motor,210,107.0,lithium-ion,204,840.0,183,515,5.0,150.0,ccs,2200.0,484.0,5,awd,je - executive,4900,1968,1614,suv,https://ev-database.org/car/1758/Polestar-3-Long-Range-Dual-motor
polestar,3 long range performance,210,107.0,lithium-ion,204,910.0,194,495,4.7,150.0,ccs,2200.0,484.0,5,awd,je - executive,4900,1968,1614,suv,https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance
polestar,3 long range single motor,180,107.0,lithium-ion,204,490.0,166,530,7.8,150.0,ccs,1500.0,484.0,5,rwd,je - executive,4900,1968,1614,suv,https://ev-database.org/car/2229/Polestar-3-Long-Range-Single-motor
polestar,4 long range dual motor,200,94.0,lithium-ion,110,686.0,165,485,3.8,135.0,ccs,2000.0,526.0,5,awd,e - executive,4839,2008,1544,liftback sedan,https://ev-database.org/car/1842/Polestar-4-Long-Range-Dual-Motor
polestar,4 long range single motor,180,94.0,lithium-ion,110,343.0,157,495,7.4,135.0,ccs,1500.0,526.0,5,rwd,e - executive,4839,2008,1544,liftback sedan,https://ev-database.org/car/1841/Polestar-4-Long-Range-Single-Motor
porsche,macan 4 electric,220,95.0,lithium-ion,180,650.0,184,470,5.2,200.0,ccs,2000.0,540.0,5,awd,jd - large,4784,1938,1622,suv,https://ev-database.org/car/2084/Porsche-Macan-4-Electric
porsche,macan 4s electric,240,95.0,lithium-ion,180,820.0,186,470,4.1,200.0,ccs,2000.0,540.0,5,awd,jd - large,4784,1938,1622,suv,https://ev-database.org/car/2244/Porsche-Macan-4S-Electric
porsche,macan electric,220,95.0,lithium-ion,180,563.0,177,495,5.7,200.0,ccs,2000.0,540.0,5,rwd,jd - large,4784,1938,1623,suv,https://ev-database.org/car/2083/Porsche-Macan-Electric
porsche,macan turbo electric,260,95.0,lithium-ion,180,1001.0,183,460,3.3,200.0,ccs,2000.0,480.0,5,awd,jd - large,4784,1938,1621,suv,https://ev-database.org/car/2085/Porsche-Macan-Turbo-Electric
porsche,taycan,230,82.3,lithium-ion,487,410.0,164,495,4.8,195.0,ccs,0.0,407.0,5,rwd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/2098/Porsche-Taycan
porsche,taycan 4,230,82.3,lithium-ion,487,585.0,172,490,4.6,195.0,ccs,0.0,407.0,5,awd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/3060/Porsche-Taycan-4
porsche,taycan 4 cross turismo,220,97.0,lithium-ion,396,610.0,188,510,4.7,281.0,ccs,0.0,446.0,5,awd,f - luxury,4974,1967,1409,station/estate,https://ev-database.org/car/2110/Porsche-Taycan-4-Cross-Turismo
porsche,taycan 4 plus,230,97.0,lithium-ion,396,610.0,175,565,4.6,281.0,ccs,0.0,407.0,5,awd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/3061/Porsche-Taycan-4-Plus
porsche,taycan 4s,250,82.3,lithium-ion,487,695.0,174,490,3.7,195.0,ccs,0.0,407.0,5,awd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/2100/Porsche-Taycan-4S
porsche,taycan 4s cross turismo,240,97.0,lithium-ion,396,710.0,188,510,3.8,281.0,ccs,0.0,446.0,5,awd,f - luxury,4974,1967,1409,station/estate,https://ev-database.org/car/2111/Porsche-Taycan-4S-Cross-Turismo
porsche,taycan 4s plus,250,97.0,lithium-ion,396,710.0,177,565,3.7,281.0,ccs,0.0,407.0,5,awd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/2101/Porsche-Taycan-4S-Plus
porsche,taycan 4s plus sport turismo,250,97.0,lithium-ion,396,710.0,186,510,3.7,281.0,ccs,0.0,446.0,5,awd,f - luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2107/Porsche-Taycan-4S-Plus-Sport-Turismo
porsche,taycan 4s sport turismo,250,82.3,lithium-ion,487,695.0,183,440,3.7,195.0,ccs,0.0,446.0,5,awd,f - luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2106/Porsche-Taycan-4S-Sport-Turismo
porsche,taycan gts,250,97.0,lithium-ion,396,790.0,176,535,3.3,281.0,ccs,0.0,366.0,5,awd,f - luxury,4963,1966,1381,sedan,https://ev-database.org/car/3062/Porsche-Taycan-GTS
porsche,taycan gts sport turismo,250,97.0,lithium-ion,396,790.0,185,505,3.3,281.0,ccs,0.0,405.0,5,awd,f - luxury,4963,1966,1392,station/estate,https://ev-database.org/car/3063/Porsche-Taycan-GTS-Sport-Turismo
porsche,taycan plus,230,97.0,lithium-ion,396,420.0,168,575,4.8,281.0,ccs,0.0,407.0,5,rwd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/2099/Porsche-Taycan-Plus
porsche,taycan plus sport turismo,230,97.0,lithium-ion,396,420.0,176,530,4.8,281.0,ccs,0.0,446.0,5,rwd,f - luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2105/Porsche-Taycan-Plus-Sport-Turismo
porsche,taycan sport turismo,230,82.3,lithium-ion,487,410.0,173,460,4.8,195.0,ccs,0.0,446.0,5,rwd,f - luxury,4963,1966,1390,station/estate,https://ev-database.org/car/2104/Porsche-Taycan-Sport-Turismo
porsche,taycan turbo,260,97.0,lithium-ion,396,940.0,174,535,2.7,281.0,ccs,0.0,366.0,5,awd,f - luxury,4963,1966,1379,sedan,https://ev-database.org/car/2102/Porsche-Taycan-Turbo
porsche,taycan turbo cross turismo,250,97.0,lithium-ion,396,940.0,188,495,2.8,281.0,ccs,0.0,405.0,5,awd,f - luxury,4974,1967,1412,station/estate,https://ev-database.org/car/2112/Porsche-Taycan-Turbo-Cross-Turismo
porsche,taycan turbo gt,290,97.0,lithium-ion,396,1340.0,184,475,2.3,281.0,ccs,0.0,326.0,5,awd,f - luxury,4968,1966,1378,sedan,https://ev-database.org/car/2144/Porsche-Taycan-Turbo-GT
porsche,taycan turbo gt weissach,305,97.0,lithium-ion,396,1340.0,180,475,2.2,281.0,ccs,0.0,367.0,2,awd,f - luxury,4968,1966,1378,sedan,https://ev-database.org/car/2145/Porsche-Taycan-Turbo-GT-Weissach
porsche,taycan turbo s,260,97.0,lithium-ion,396,1110.0,174,525,2.4,281.0,ccs,0.0,366.0,5,awd,f - luxury,4963,1966,1378,sedan,https://ev-database.org/car/2103/Porsche-Taycan-Turbo-S
porsche,taycan turbo s cross turismo,250,97.0,lithium-ion,396,1110.0,188,485,2.5,281.0,ccs,0.0,405.0,5,awd,f - luxury,4974,1967,1407,station/estate,https://ev-database.org/car/2113/Porsche-Taycan-Turbo-S-Cross-Turismo
porsche,taycan turbo s sport turismo,260,97.0,lithium-ion,396,1110.0,183,505,2.4,281.0,ccs,0.0,405.0,5,awd,f - luxury,4963,1966,1388,station/estate,https://ev-database.org/car/2109/Porsche-Taycan-Turbo-S-Sport-Turismo
porsche,taycan turbo sport turismo,260,97.0,lithium-ion,396,940.0,184,505,2.7,281.0,ccs,0.0,405.0,5,awd,f - luxury,4963,1966,1392,station/estate,https://ev-database.org/car/2108/Porsche-Taycan-Turbo-Sport-Turismo
renault,4 e-tech 40kwh 120hp,150,40.0,lithium-ion,93,225.0,124,245,9.2,55.0,ccs,750.0,420.0,5,fwd,jb - compact,4143,1796,1552,suv,https://ev-database.org/car/3126/Renault-4-E-Tech-40kWh-120hp
renault,4 e-tech 52kwh 150hp,150,52.0,lithium-ion,184,245.0,127,315,8.2,70.0,ccs,750.0,420.0,5,fwd,jb - compact,4143,1796,1552,suv,https://ev-database.org/car/3127/Renault-4-E-Tech-52kWh-150hp
renault,5 e-tech 40kwh 120hp,150,40.0,lithium-ion,93,225.0,132,250,9.0,55.0,ccs,500.0,326.0,5,fwd,b - compact,3922,1808,1489,hatchback,https://ev-database.org/car/2134/Renault-5-E-Tech-40kWh-120hp
renault,5 e-tech 40kwh 95hp,130,40.0,lithium-ion,93,215.0,129,255,12.0,125.1344537815126,ccs,500.0,326.0,5,fwd,b - compact,3922,1808,1489,hatchback,https://ev-database.org/car/2133/Renault-5-E-Tech-40kWh-95hp
renault,5 e-tech 52kwh 150hp,150,52.0,lithium-ion,184,245.0,129,320,8.0,70.0,ccs,500.0,326.0,5,fwd,b - compact,3922,1808,1489,hatchback,https://ev-database.org/car/2135/Renault-5-E-Tech-52kWh-150hp
renault,kangoo e-tech electric,135,45.0,lithium-ion,487,245.0,158,225,12.6,50.0,ccs,1500.0,950.0,5,fwd,n - passenger van,4486,1860,1838,small passenger van,https://ev-database.org/car/1802/Renault-Kangoo-E-Tech-Electric
renault,kangoo grand e-tech electric,130,45.0,lithium-ion,487,245.0,170,220,13.3,50.0,ccs,1500.0,500.0,7,fwd,n - passenger van,4911,1860,1815,small passenger van,https://ev-database.org/car/2043/Renault-Kangoo-Grand-E-Tech-Electric
renault,megane e-tech ev60 130hp (tu2025),150,60.0,lithium-ion,288,250.0,125,380,10.5,88.0,ccs,500.0,440.0,5,fwd,c - medium,4200,1860,1505,hatchback,https://ev-database.org/car/3131/Renault-Megane-E-Tech-EV60-130hp
renault,megane e-tech ev60 220hp (tu2025),160,60.0,lithium-ion,288,300.0,133,380,7.4,88.0,ccs,900.0,440.0,5,fwd,c - medium,4200,1860,1505,hatchback,https://ev-database.org/car/3132/Renault-Megane-E-Tech-EV60-220hp
renault,scenic e-tech ev60 170hp,150,60.0,lithium-ion,192,280.0,144,340,8.6,75.0,ccs,1100.0,545.0,5,fwd,jc - medium,4470,1864,1571,suv,https://ev-database.org/car/2068/Renault-Scenic-E-Tech-EV60-170hp
renault,scenic e-tech ev87 220hp,170,87.0,lithium-ion,288,300.0,143,480,7.9,95.0,ccs,1100.0,545.0,5,fwd,jc - medium,4470,1864,1571,suv,https://ev-database.org/car/2069/Renault-Scenic-E-Tech-EV87-220hp
rolls-royce,spectre,250,102.0,lithium-ion,487,900.0,192,465,4.5,126.0,ccs,1054.5942350332593,380.0,4,awd,i - luxury,5453,2080,1559,coupe,https://ev-database.org/car/1765/Rolls-Royce-Spectre
skoda,elroq 50,160,52.0,lithium-ion,192,310.0,149,310,9.0,90.0,ccs,1000.0,470.0,5,rwd,jc - medium,4488,1884,1625,suv,https://ev-database.org/car/3031/Skoda-Elroq-50
skoda,elroq 60,160,59.0,lithium-ion,216,310.0,149,350,8.5,110.0,ccs,1000.0,470.0,5,rwd,jc - medium,4488,1884,1625,suv,https://ev-database.org/car/3032/Skoda-Elroq-60
skoda,elroq 85,180,77.0,lithium-ion,288,545.0,145,450,6.6,120.0,ccs,1000.0,470.0,5,rwd,jc - medium,4488,1884,1625,suv,https://ev-database.org/car/3033/Skoda-Elroq-85
skoda,elroq rs,180,79.0,lithium-ion,288,679.0,151,450,5.4,135.0,ccs,1200.0,470.0,5,awd,jc - medium,4488,1884,1608,suv,https://ev-database.org/car/3183/Skoda-Elroq-RS
skoda,enyaq 60,160,59.0,lithium-ion,216,310.0,145,360,8.1,110.0,ccs,1000.0,585.0,5,rwd,jc - medium,4658,1879,1622,suv,https://ev-database.org/car/3096/Skoda-Enyaq-60
skoda,enyaq 85,180,77.0,lithium-ion,288,545.0,141,455,6.7,120.0,ccs,1000.0,585.0,5,rwd,jc - medium,4658,1879,1622,suv,https://ev-database.org/car/3097/Skoda-Enyaq-85
skoda,enyaq 85x,180,77.0,lithium-ion,288,679.0,150,450,6.7,120.0,ccs,1200.0,585.0,5,awd,jc - medium,4658,1879,1620,suv,https://ev-database.org/car/3098/Skoda-Enyaq-85x
skoda,enyaq coupe 60,160,59.0,lithium-ion,216,310.0,141,370,8.1,110.0,ccs,1000.0,570.0,5,rwd,jc - medium,4658,1879,1623,suv,https://ev-database.org/car/3099/Skoda-Enyaq-Coupe-60
skoda,enyaq coupe 85,180,77.0,lithium-ion,288,545.0,138,470,6.7,120.0,ccs,1000.0,570.0,5,rwd,jc - medium,4658,1879,1623,suv,https://ev-database.org/car/3100/Skoda-Enyaq-Coupe-85
skoda,enyaq coupe 85x,180,77.0,lithium-ion,288,679.0,146,460,6.7,120.0,ccs,1200.0,570.0,5,awd,jc - medium,4658,1879,1621,suv,https://ev-database.org/car/3101/Skoda-Enyaq-Coupe-85x
skoda,enyaq coupe rs,180,79.0,lithium-ion,288,679.0,143,470,5.4,135.0,ccs,1200.0,570.0,5,awd,jc - medium,4660,1879,1608,suv,https://ev-database.org/car/3185/Skoda-Enyaq-Coupe-RS
skoda,enyaq rs,180,79.0,lithium-ion,288,679.0,147,460,5.4,135.0,ccs,1200.0,585.0,5,awd,jc - medium,4660,1879,1607,suv,https://ev-database.org/car/3184/Skoda-Enyaq-RS
skywell,be11 long range,150,81.0,lithium-ion,487,320.0,166,390,9.6,50.0,ccs,1054.5942350332593,467.0,5,fwd,jd - large,4720,1908,1696,suv,https://ev-database.org/car/3065/Skywell-BE11-Long-Range
skywell,be11 standard range,150,68.0,lithium-ion,487,320.0,149,330,9.6,50.0,ccs,1054.5942350332593,467.0,5,fwd,jd - large,4720,1908,1696,suv,https://ev-database.org/car/3064/Skywell-BE11-Standard-Range
smart,#1 brabus,180,62.0,lithium-ion,487,584.0,155,325,3.9,100.0,ccs,1600.0,313.0,5,awd,jb - compact,4300,1822,1636,suv,https://ev-database.org/car/1748/Smart-1-Brabus
smart,#1 premium,180,62.0,lithium-ion,487,343.0,141,335,6.7,100.0,ccs,1600.0,323.0,5,rwd,jb - compact,4270,1822,1636,suv,https://ev-database.org/car/2053/Smart-1-Premium
smart,#1 pro,180,47.0,lithium-ion,487,343.0,152,250,6.7,65.0,ccs,0.0,323.0,5,rwd,jb - compact,4270,1822,1636,suv,https://ev-database.org/car/2041/Smart-1-Pro
smart,#1 pro+,180,62.0,lithium-ion,487,343.0,148,335,6.7,100.0,ccs,1600.0,323.0,5,rwd,jb - compact,4270,1822,1636,suv,https://ev-database.org/car/1667/Smart-1-Proplus
smart,#1 pulse,180,62.0,lithium-ion,487,584.0,155,325,4.5,100.0,ccs,1600.0,313.0,5,awd,jb - compact,4300,1822,1636,suv,https://ev-database.org/car/1920/Smart-1-Pulse
smart,#1 pure,180,47.0,lithium-ion,487,343.0,152,250,6.7,65.0,ccs,0.0,323.0,5,rwd,jb - compact,4270,1822,1636,suv,https://ev-database.org/car/2217/Smart-1-Pure
smart,#1 pure+,180,62.0,lithium-ion,487,343.0,148,335,6.7,100.0,ccs,1600.0,323.0,5,rwd,jb - compact,4270,1822,1636,suv,https://ev-database.org/car/2218/Smart-1-Pureplus
smart,#3 brabus,180,62.0,lithium-ion,487,543.0,149,335,3.7,100.0,ccs,1600.0,370.0,5,awd,jb - compact,4400,1844,1556,suv,https://ev-database.org/car/2000/Smart-3-Brabus
smart,#3 premium,180,62.0,lithium-ion,487,343.0,136,355,5.8,110.0,ccs,1600.0,370.0,5,rwd,jb - compact,4400,1844,1556,suv,https://ev-database.org/car/2054/Smart-3-Premium
smart,#3 pro,180,47.0,lithium-ion,487,343.0,145,265,5.9,65.0,ccs,0.0,370.0,5,rwd,jb - compact,4400,1844,1556,suv,https://ev-database.org/car/2052/Smart-3-Pro
smart,#3 pro+,180,62.0,lithium-ion,487,343.0,143,355,5.8,110.0,ccs,1600.0,370.0,5,rwd,jb - compact,4400,1844,1556,suv,https://ev-database.org/car/1999/Smart-3-Proplus
smart,#5 brabus,210,94.0,lithium-ion,487,710.0,174,450,3.8,230.0,ccs,1600.0,630.0,5,awd,jd - large,4695,1920,1705,suv,https://ev-database.org/car/3179/Smart-5-Brabus
smart,#5 premium,200,94.0,lithium-ion,487,373.0,159,465,6.5,230.0,ccs,1600.0,630.0,5,rwd,jd - large,4695,1920,1705,suv,https://ev-database.org/car/3143/Smart-5-Premium
smart,#5 pro,200,74.4,lithium-ion,487,373.0,160,370,6.9,110.0,ccs,1600.0,630.0,5,rwd,jd - large,4695,1920,1705,suv,https://ev-database.org/car/3141/Smart-5-Pro
smart,#5 pro+,200,94.0,lithium-ion,487,373.0,159,465,6.5,230.0,ccs,1600.0,630.0,5,rwd,jd - large,4695,1920,1705,suv,https://ev-database.org/car/3142/Smart-5-Proplus
smart,#5 pulse,200,94.0,lithium-ion,487,643.0,174,455,4.9,230.0,ccs,1600.0,630.0,5,awd,jd - large,4695,1920,1705,suv,https://ev-database.org/car/3144/Smart-5-Pulse
smart,#5 summit edition,200,94.0,lithium-ion,487,643.0,174,455,4.9,230.0,ccs,1600.0,630.0,5,awd,jd - large,4695,1920,1705,suv,https://ev-database.org/car/3145/Smart-5-Summit-Edition
subaru,solterra awd,160,64.0,lithium-ion,96,336.0,154,320,6.9,100.0,ccs,750.0,441.0,5,awd,jc - medium,4690,1860,1650,suv,https://ev-database.org/car/1567/Subaru-Solterra-AWD
tesla,model 3 long range awd (highland),201,75.0,lithium-ion,4416,493.0,119,525,4.4,124.0,ccs,1000.0,594.0,5,awd,d - large,4720,1849,1441,sedan,https://ev-database.org/car/1992/Tesla-Model-3-Long-Range-AWD
tesla,model 3 long range rwd (highland),201,75.0,lithium-ion,4416,450.0,117,545,5.2,124.0,ccs,1000.0,594.0,5,rwd,d - large,4720,1849,1441,sedan,https://ev-database.org/car/3034/Tesla-Model-3-Long-Range-RWD
tesla,model 3 performance (highland),262,75.0,lithium-ion,4416,741.0,142,490,3.2,124.0,ccs,0.0,594.0,5,awd,d - large,4720,1849,1431,sedan,https://ev-database.org/car/2188/Tesla-Model-3-Performance
tesla,model 3 rwd (highland catl lfp64),201,60.5,lithium-ion,487,420.0,116,445,6.1,110.0,ccs,1000.0,594.0,5,rwd,d - large,4720,1849,1441,sedan,https://ev-database.org/car/3186/Tesla-Model-3-RWD
tesla,model s dual motor,250,95.0,lithium-ion,7920,498.6468085106383,150,575,3.2,140.0,ccs,1600.0,709.0,5,awd,f - luxury,5021,1987,1431,liftback sedan,https://ev-database.org/car/1404/Tesla-Model-S-Dual-Motor
tesla,model s plaid,282,95.0,lithium-ion,7920,498.6468085106383,158,560,2.3,140.0,ccs,1600.0,709.0,5,awd,f - luxury,5021,1987,1431,liftback sedan,https://ev-database.org/car/1405/Tesla-Model-S-Plaid
tesla,model x dual motor,250,95.0,lithium-ion,7920,498.6468085106383,165,485,3.9,140.0,ccs,2250.0,425.0,7,awd,jf - luxury,5057,1999,1680,suv,https://ev-database.org/car/1407/Tesla-Model-X-Dual-Motor
tesla,model x plaid,262,95.0,lithium-ion,7920,498.6468085106383,180,465,2.7,140.0,ccs,2250.0,425.0,7,awd,jf - luxury,5057,1999,1680,suv,https://ev-database.org/car/1408/Tesla-Model-X-Plaid
tesla,model y long range awd (juniper),201,75.0,lithium-ion,4416,493.0,132,455,4.8,124.0,ccs,1600.0,854.0,5,awd,jd - large,4790,1982,1624,suv,https://ev-database.org/car/3104/Tesla-Model-Y-Long-Range-AWD
tesla,model y long range rwd (juniper),201,75.0,lithium-ion,4416,450.0,121,470,5.6,124.0,ccs,1600.0,854.0,5,rwd,jd - large,4790,1982,1624,suv,https://ev-database.org/car/3120/Tesla-Model-Y-Long-Range-RWD
tesla,model y rwd (juniper),201,60.5,lithium-ion,487,420.0,121,375,5.9,110.0,ccs,1600.0,854.0,5,rwd,jd - large,4790,1982,1624,suv,https://ev-database.org/car/3103/Tesla-Model-Y-RWD
toyota,proace verso l 75 kwh,130,68.0,lithium-ion,324,260.0,204,260,13.3,79.0,ccs,1000.0,989.0,9,fwd,n - passenger van,5333,1920,1890,small passenger van,https://ev-database.org/car/2267/Toyota-PROACE-Verso-L-75-kWh
toyota,proace verso m 50 kwh,130,46.3,lithium-ion,216,260.0,217,180,12.1,78.0,ccs,1000.0,603.0,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2264/Toyota-PROACE-Verso-M-50-kWh
toyota,proace verso m 75 kwh,130,68.0,lithium-ion,324,260.0,202,260,13.3,79.0,ccs,1000.0,603.0,9,fwd,n - passenger van,4983,1920,1890,small passenger van,https://ev-database.org/car/2266/Toyota-PROACE-Verso-M-75-kWh
toyota,proace city verso electric l1 50 kwh,132,50.0,lithium-ion,487,260.0,149,235,11.7,80.0,ccs,750.0,775.0,5,fwd,n - passenger van,4403,1921,1803,small passenger van,https://ev-database.org/car/2165/Toyota-Proace-City-Verso-Electric-L1-50-kWh
toyota,proace city verso electric l2 50 kwh,132,50.0,lithium-ion,487,260.0,149,230,11.7,80.0,ccs,750.0,1050.0,7,fwd,n - passenger van,4753,1921,1814,small passenger van,https://ev-database.org/car/2166/Toyota-Proace-City-Verso-Electric-L2-50-kWh
toyota,bz4x awd,160,64.0,lithium-ion,96,336.0,154,345,6.9,100.0,ccs,750.0,452.0,5,awd,jc - medium,4690,1860,1600,suv,https://ev-database.org/car/1565/Toyota-bZ4X-AWD
toyota,bz4x fwd,160,64.0,lithium-ion,96,265.0,145,350,7.5,100.0,ccs,750.0,452.0,5,fwd,jc - medium,4690,1860,1600,suv,https://ev-database.org/car/1564/Toyota-bZ4X-FWD
vinfast,vf 8 eco extended range,200,87.7,lithium-ion,487,500.0,186,405,5.9,120.0,ccs,1800.0,376.0,5,awd,jd - large,4750,1934,1667,suv,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range
vinfast,vf 8 plus extended range,200,87.7,lithium-ion,487,620.0,196,400,5.5,120.0,ccs,1800.0,376.0,5,awd,jd - large,4750,1934,1667,suv,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range
volkswagen,id. buzz lwb gtx,160,86.0,lithium-ion,312,560.0,182,350,6.5,145.0,ccs,1600.0,1340.0,7,awd,n - passenger van,4960,1985,1927,small passenger van,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-
volkswagen,id. buzz lwb pro,160,86.0,lithium-ion,312,560.0,190,370,7.9,145.0,ccs,1000.0,1340.0,7,rwd,n - passenger van,4962,1985,1924,small passenger van,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro
volkswagen,id. buzz nwb gtx,160,79.0,lithium-ion,288,560.0,194,330,6.5,135.0,ccs,1800.0,1121.0,6,awd,n - passenger van,4712,1985,1925,small passenger van,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX
volkswagen,id. buzz nwb pro,160,79.0,lithium-ion,288,560.0,187,360,7.6,135.0,ccs,1200.0,1121.0,6,rwd,n - passenger van,4712,1985,1927,small passenger van,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro
volkswagen,id. buzz nwb pure,145,59.0,lithium-ion,216,310.0,178,275,10.7,110.0,ccs,1000.0,1121.0,6,rwd,n - passenger van,4712,1985,1927,small passenger van,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure
volkswagen,id.3 gtx,180,79.0,lithium-ion,288,545.0,131,470,5.9,135.0,ccs,0.0,385.0,5,rwd,c - medium,4322,1809,1538,hatchback,https://ev-database.org/car/2152/Volkswagen-ID3-GTX
volkswagen,id.3 gtx performance,200,79.0,lithium-ion,288,545.0,131,465,5.6,135.0,ccs,0.0,385.0,5,rwd,c - medium,4322,1809,1538,hatchback,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance
volkswagen,id.3 pro,160,59.0,lithium-ion,216,310.0,136,365,7.6,110.0,ccs,0.0,385.0,5,rwd,c - medium,4264,1809,1564,hatchback,https://ev-database.org/car/2213/Volkswagen-ID3-Pro
volkswagen,id.3 pro s,160,77.0,lithium-ion,288,310.0,138,465,7.1,120.0,ccs,0.0,385.0,5,rwd,c - medium,4264,1809,1564,hatchback,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S
volkswagen,id.3 pure,160,52.0,lithium-ion,192,310.0,134,325,8.2,90.0,ccs,0.0,385.0,5,rwd,c - medium,4264,1809,1564,hatchback,https://ev-database.org/car/2214/Volkswagen-ID3-Pure
volkswagen,id.4 gtx,180,77.0,lithium-ion,288,679.0,152,420,5.4,120.0,ccs,1200.0,543.0,5,awd,jc - medium,4584,1852,1631,suv,https://ev-database.org/car/2030/Volkswagen-ID4-GTX
volkswagen,id.4 pro,180,77.0,lithium-ion,288,545.0,149,445,6.7,120.0,ccs,1000.0,543.0,5,rwd,jc - medium,4584,1852,1631,suv,https://ev-database.org/car/2028/Volkswagen-ID4-Pro
volkswagen,id.4 pro 4motion,180,77.0,lithium-ion,288,679.0,155,435,6.6,120.0,ccs,1200.0,543.0,5,awd,jc - medium,4584,1852,1631,suv,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION
volkswagen,id.4 pure,160,52.0,lithium-ion,192,310.0,143,285,9.0,87.0,ccs,1000.0,543.0,5,rwd,jc - medium,4584,1852,1640,suv,https://ev-database.org/car/2027/Volkswagen-ID4-Pure
volkswagen,id.5 gtx,180,77.0,lithium-ion,288,679.0,144,430,5.5,120.0,ccs,1200.0,549.0,5,awd,jc - medium,4599,1852,1615,suv,https://ev-database.org/car/2033/Volkswagen-ID5-GTX
volkswagen,id.5 pro,180,77.0,lithium-ion,288,545.0,138,460,6.7,120.0,ccs,1000.0,549.0,5,rwd,jc - medium,4599,1852,1615,suv,https://ev-database.org/car/2031/Volkswagen-ID5-Pro
